Address,Email Address,License Validity,Name,Official Representative,Status,Tel No/s,Website
"UNITS 102 & 103, 945 ESTRADA STREET MALATE, MANILA",info@sunmarino.com.ph,4/14/2010 to 4/14/2014,SUN MARINO SHIPPING INC Manning Agency,NA,Delisted,5166266/5168897,NA
"7305 HOLY FAMILY COMPOUND, A. BONIFACIO ST SAN DIONISIO, PARAÃ‘AQUE",hernzincorp@gmail.com,5/4/2017 to 5/3/2021,SUN OCEAN MANNING & SHIP MANAGEMENT INC (FORMERLY HERNZ MARITIME SERVICES I Manning Agency,GERARDO S GADIANO,Valid License,501-3053/ 09176334454,www.somsmi.com
2649 MOLAVE ST UPS I PARANAQUE M.M. ,,10/12/1988 to 9/12/2001,SUN SHIPPING CORP  Philippine Registered Vessel,MR AKIRA S KATO,Expired,507924,
211 CK SY DIAMOND BDG 156 LIBERTAD PASAY CITY ,,12/7/1996 to 12/6/1998,SUNAND`A INTERNATIONAL MANAGEMENT AND SERVICES Service Contractor,CYNTHIA C TSAI,Delisted,,
"2ND FLOOR, 815 REMEDIOS STREET MALATE, MANILA",admin@sunbrightmaritime.com,8/6/2016 to 8/5/2020,"SUNBRIGHT MARITIME SERVICES, INC. Manning Agency",SALVACION V LOSBANES,Valid License,5222575 / 4501817,www.sunbrightmaritime.com
"UNIT 2,4F, BLOOMINGDALE PLAZA,618 SHAW BLVD KAPITOLYO, PASIG CITY",sunergeos02@gmail.com,12/23/2013 to 12/23/2017,SUNERGEOS MANPOWER SERVICES CORPORATION Private Employment Agency,RENE F RECINTO,Valid License,(02) 5848684/ 0916-2777287,www.sunergeos02.com.ph
"RMS 401 AND 501 PIERRE & PAUL BLG, A. MABINI COR.  ERMITA, MANILA",SUNFLOWERMANPOWERCORP@YAHOO.COM.PH,10/8/2010 to 10/7/2014,SUNFLOWER MANPOWER CORPORATION (FOR UNO INTL SERVICES INC.) Private Employment Agency,N/A,Cancelled,3531489,None
THE RIZAL TOWERS 4474 SINGIAN ST MAKATI ,,7/12/1986 to 7/12/1990,SUNRAYS INTERNATIONAL PLACEMENT SERVICES  Private Employment Agency,MS RIZALINA LAMZON,Delisted,880021 / 862767,
"4A, 4D & 4E 4TH FLOOR 4K PLAZA BLDG, 677 SHAW BLVD KAPITOLYO, PASIG CITY",international_sunrise@yahoo.com,4/24/2015 to 4/24/2019,"SUNRISE INTERNATIONAL TALENT CENTER, INC. Private Employment Agency",HERMARANOEMI B. ALBERTO,Valid License,6687847 / 09228223672,NA
"S-GM(GF), DÃ‘A FELISA SYJUCO,1872 TAFT COR REMEDIOS MALATE, MANILA",smai95@yahoo.com,5/5/2017 to 5/4/2021,"SUNRISE MANNING AGENCY, INC. Manning Agency",,Valid License,5211647/ 5362954,None
"4F, CHIPECO BLG, SHAW BLVD COR MERALCO AVE PASIG CITY",info@sunrise-search.com,6/19/2014 to 6/19/2018,SUNRISE SEARCH & SUPPORT INC Private Employment Agency,,Valid License,6567496 / 6567497/ 6567499/09178747239/09996836208,www.sunrise-search.com
22ND ST COR CHICAGO ST PORT AREA MANILA ,,to,SUNROCK BUILDERS INC  Construction Contractor,,Inactive,496649 / 496695,
DISPLAY H RM.105 DAVID BLDG SHAW BLVD MAND M.M. ,,to 9/28/1985,SUNSHINE PERSONNEL ASSISTANCE  Private Employment Agency,MS ZENAIDA B NEBRES,Forever Banned,,
"RM. 404, GEDISCO TERRACE, 1148 ROXAS BLVD ERMITA, MANILA",sunshinemnl@yahoo.com,4/30/2012 to 4/29/2016,SUNSHINE RECRUITMENT AGENCY INC Service Contractor,AUGUSTO V CORPUZ,Cancelled,(02)391-32-79,None
1955 L.GUINTO ST MALATE MANILA ,,11/9/1997 to 11/8/1999,SUNTECH INTERNATIONAL INC (FOR.SUNTECH MANP RECT AGENCY INC) Private Employment Agency,MR ROMUALDO PASCUA,Delisted,5246198,
"G/F & 2/F, 1120 QUIRINO AVENUE MALATE, MANILA",sunway@sunwayinternational.net.ph,7/21/2015 to 7/20/2019,"SUNWAY INTERNATIONAL MANPOWER SERVICES, INC. Private Employment Agency",MS ANICIA J REGIS,Valid License,4004888 / 5219956/5223884/09165789651/09167848240,www.sunwayinternationalmanpower.com
"U301 D ALFONSO COND 1108 GUERERO ST UN AVE ERMITA, MANILA",smai@pldtdsl.net,4/28/2017 to 4/27/2021,SUPER MANNING AGENCY INC Manning Agency,MR LEOPOLDO N CLARACAY,Valid License,5221711/4000015/ 5247359,www.supermanning.com
"SPACE D 3F SUNNYVILLE BLG 2010 BENITEZ QUIRINO AVE MALATE, MANILA",superior.alliance.hr@gmail.com,4/10/2017 to 4/10/2019,SUPERIOR ALLIANCE HUMAN RESOURCES CO Private Employment Agency,JOHN MARK V GONZALES,Valid License,(02) 2520311 / 09206690575/ 09206690500,N/A
GERMAL BLDG 7838 MAKATI AVE MAKATI METRO MANILA ,,to,SUPERIOR MAINTENANCE SERVICES INC  Authority to negotiate,MS MILA DEL SOL YOUNG,Suspended,,
ROOM 203 204 & 205 TDS BUILDING NO 72 KAMIAS ROAD QUEZON CITY,None,12/22/2017 to 12/22/2019,SUPERRED MANPOWER SERVICES Private Employment Agency,ALICE A DELOS SANTOS,Valid License,,None
"M/F & 2/F, CONCEPCION BLDG, 1729 DIAN STREET PALANAN, MAKATI",ssmsmnl@supershipmanila.com,9/23/2015 to 9/22/2019,SUPERSHIP MARINE SERVICES INC Manning Agency,CAPT QUINITO F GOLEZ,Valid License,886-7340/886-7336,www.supershipmanila.com
"UNITS 1901 & 1906,19F PEARLBANK CENTRE, 146 VALERO SALCEDO VILLAGE, MAKATI",oeg@sos.com.ph,8/31/2016 to 8/30/2020,"SUPPLY OILFIELD & MARINE PERSONNEL SERVICES, INC. Manning Agency",JOSE C CATEQUISTA,Valid License,8178919 / 8400520,www.newrest-sos.com.ph
"UNITS 1902-1905,19F, PEARLBANK CENTRE, 146 VALERO  SALCEDO VILLAGE, MAKATI",hr.lpe@sos.com.ph,9/16/2015 to 9/15/2019,SUPPLY OILFIELD SERVICES INC Service Contractor,JOSE C CATEQUISTA,Valid License,8178919,www.newrestsos.com
1915 TAFT AVE PASAY CITY ,,to 1/16/1986,SUPRA CONSTRUCTION  Construction Contractor,MR ROMEO F TABLANTE,Forever Banned,,
*2/F CD&C BLDG 1195 MA.OROSA ST ERMITA MANILA ,,to,SUPREME MANPOWER PHILIPPINES  Authority to negotiate,MS CRESENCIA TORRE,Cancelled,586638 / 5360535,
"SUITE 303,305 & 307, 3F, A.P. BLG, P GIL COR F. AG ERMITA, MANILA",stdumo@gmail.com,11/6/2014 to 11/5/2018,SUPREME OVERSEAS MANPOWER EXPORT SPECIALIST INC Service Contractor,SUPREMA T. DUMO,Valid License,353-3215 / 09177908574,N/A
"SUITE 406 PLAZA TOWERS 1175 GUERRERO ST ERMITA, MANILA",,1/1/1950 to 9/15/1988,SUPREME SHIPPING CORPORATION  Philippine Registered Vessel,CAPT ROSENDO C HERRERA,Delisted,,
"680 QUIRINO AVE., BAYSIDE COURT CMPD TAMBO, PARAÃ‘AQUE",None,5/19/2002 to 5/18/2004,SURE JOB INTERNATIONAL MANAGEMENT Private Employment Agency,LOIDA H ANGELES,Cancelled,8530731/ 8530732,None
1948 LEON GUINTO ST MALATE MANILA ,,7/4/1990 to 6/30/1992,SURE MATE BUSINESS MGT & GEN SERVICES (GRACE INTERNATIONAL MANPOWER INC) Service Contractor,MR ANTONIO JOSE JR,Cancelled,862041,
"S-104, NIRAIN SUITE BLG, 711 QUIRINO AVE., MALATE MANILA",surefastph_2007@yahoo.com,9/27/2014 to 9/26/2018,SUREFAST MANPOWER SERVICES Private Employment Agency,JOSEPHINE JANET CARREON,Valid License,7428463 / 09214792789,None
"RMS.703,708 & 709 DON SANTIAGO BLDG TAFT AVE MANIL ",,2/22/1996 to 2/21/1998,SWAN COMMERCIAL PHILIPPINES CORPORATION  Private Employment Agency,MS JANETTE T ASANZA,Delisted,597508 / 582746,
"3F FIRST MARITIME PLACE 7458- 7460 BAGTIKAN ST SAN ANTONIO VILLAGE, MAKATI",PTCGEN@WEBQUEST.COM,1/29/2011 to 1/28/2015,SWEDISH CREWING MANAGEMENT INC. FOR: NORDIC ORIENTAL MART. INC. Manning Agency,MR CARLOS C SALINAS,Delisted,8981111,None
PIER 6 NORTH HARBOR MANILA ,,6/13/1988 to 6/13/1989,SWEET LINES INC  Philippine Registered Vessel,MR EDUARDO R LOPINGCO,Delisted,2755670 / 2059320,
"14/F UNIT B SAGITTARIUS BLDG HV DELA COSTA SALCEDO VILLAGE, MAKATI",daisy_dayusan@sycamoreglobalshipping.com,5/31/2016 to 3/18/2019,SYCAMORE GLOBAL SHIPPING CORPORATION Philippine Registered Vessel,JOSELITO V ABROGAR,Valid License,(02) 8560996 to 97 loc 201 / 09175981166,www.sycamoreglobalshipping.com
"UNIT B 14F SAGUITARRIUS BLG H V DELA COSTA STREET SALCEDO VILLAGE, MAKATI",None,1/19/2017 to 1/19/2021,SYCAMORE INTERNATIONAL SHIPPING CORPORATION Philippine Registered Vessel,JOSELITO V ABROGAR,Valid License,,None
"GF(B),3F,4F&5F,THRIFTY REALTY BLG.1923 SN.MARCELIN MALATE, MANILA",None,3/22/2008 to 3/21/2012,SYNERGY INTERNATIONAL MANPOWER PLACEMENT INC (FORMERLY JN INTL PLACEMENT SE Private Employment Agency,ALICIA S. LLAMAS,Cancelled,5364118/5217177,None
"3/F, UNIVERSAL LMS BLDG, 106 ESTEBAN STREET LEGASPI VILLAGE, MAKATI",crewing@synergygroup.ph,6/21/2016 to 6/20/2020,SYNERGYGROUP OPERATIONS INC (FORMERLY NEWPORT TRANSCARRIERS INC) Manning Agency,JOSELITO C MONREAL,Valid License,737-3500,www.synergymarinegroup.com
775 AURORA BLVD CUBAO QUEZON CITY ,,12/17/1992 to 12/16/1994,SYSTEMS COMPU RECRUITMENT NETWORK (SCREEN)CORP Service Contractor,ATTY JOSE M LOZANO,Delisted,3062261 / 771493,
"2/F, VICTORIA CASA CIUDAD BLDG, 618 GAMBAN STREET PASAY CITY",TGIA_Manpower@yahoo.com.ph,9/17/2014 to 9/16/2018,T G INTERNATIONAL ARTIST & MANPOWER EXPONENT INC (FOR TG PROMOTIONS) Service Contractor,MARIE CHRISTINE M NUÃ‘EZ,Valid License,893-1233,www.tginternational.com.ph
504-B DELTA BLDG WEST AVE Q.C. ,,to,T SALES BROTHERS CONSTRUCTION INC  Construction Contractor,MR TEODORO B SALES,Delisted,,
"2693 GEN.CAPINPIN ST BANGKAL, MAKATI",tspizarro2011@gmail.com,3/8/2016 to 3/7/2020,T.S. PIZARRO MANPOWER SERVICES AND CONSTRUCTION INCORPORATED Construction Contractor,MR OSCAR S PIZARRO,Valid License,8448612,www.tspizarro.com
2821-B FB HARRISON PASAY CITY ,tachyon_1mv@yahoo.com,4/29/2004 to 4/28/2008,TACHYON MANPOWER ASSISTANCE INC: Service Contractor,LOURDES MILWEGA T. VIGO,Delisted,8326070/ 5501032,None
"87 YALE ST CUBAO, QUEZON CITY",,1/30/1986 to 1/30/1988,TAG INTERNATIONAL SHIPPING AGENCY  Manning Agency,MS TERESITA A GEVERO,Forever Banned,,
"4C,D&E,N.T. CTR, ALABANG-ZAPOTE, TIERRA NUEVA VILL CUPANG, MUNTINLUPA",taifil.manpower.sc@gmail.com,7/8/2015 to 7/7/2019,TAI-FIL MANPOWER SERVICES CORP Private Employment Agency,JUDITO S. LADERA,Valid License,5117381,None
5F GOLDEN ROCK BLDG 168 SALCEDO ST LEGASPI VILLAGE MAKATI,tpi-oed@taikisha.com.ph,4/1/2014 to 4/1/2016,TAIKISHA PHILIPPINES INC Construction Contractor,ENRICO R CONCEPCION,Valid License,818-1707,www.taikisha-group.com
"23RD-F EQUITABLE BANK TOWER PASEO DE ROXAS SALCEDO VILLAGE, MAKATI",giles@taisei.com.ph,8/3/2017 to 8/2/2019,TAISEI PHILIPPINE CONSTRUCTION INC Construction Contractor,MR GILES A FARINAS,Valid License,8860670,NA
"GF, SJCM BLG, 2482 ALEXANDER ST BRGY SAN ISIDRO, MAKATI",None,5/5/2007 to 5/4/2011,TALENTS OVERSEAS PLACEMENT SERVICES INC. (ABU-MARZ TECHNICAL PLACEMENT) Private Employment Agency,FIDELITO GERONIMO,Cancelled,7575163/64/ 8886231,None
"U 108 (GF) AND U 202 (2F) MALATE ADRIATICO GRAND R ERMITA, MANILA",talentsphere_phils@yahoo.com,5/12/2014 to 5/11/2018,TALENTSPHERE INC (FORMERLY MEDTALENTS INC) Private Employment Agency,EDUARDO C SEMBRANO,Valid License,3100458 / 09177148243/ 09989832033,None
"SEC E 9F RAMON MAGSAYSAY CENTER 1680 ROXAS BLVD MALATE, MANILA",recruitment@taninars.com,6/13/2016 to 12/12/2016,TANINA RECRUITMENT SERVICES INC Private Employment Agency,,Suspended (Document Processing),7142811,None
"SEC E,11/F RAMON MAGSAYSAY CTR 1680 ROXAS BLVD MALATE, MANILA",ttsm@taratrading.net/jgs@taraship.net,12/21/2015 to 12/20/2019,"TARA TRADING SHIPMANAGEMENT, INC. Manning Agency",JUANITO SALVATIERRA JR,Valid License,5281610 TO 11/5288198/09999092496/ 09175932449,www.taratrading.net
"RM.409 PARK AVE MANSION,PARK AVE. PASAY CITY ",None,7/23/2000 to 7/22/2002,TARGET INTERNATIONAL EXPRESS CORPORATION Private Employment Agency,MR DANILO CHICO,Delisted,8330856 / 8341008,None
RM.901 902 903 L & S BLDG 1414 ROXAS BLVD MANILA,ujl.ships@taskagencies.com.ph,6/23/2016 to 6/22/2020,TASK AGENCIES INC Manning Agency,MS CORAZON B CONDADO,Valid License,5214220 / 5210523,N/A
*NENA SAMIO BLDG 1360 GEN LUNA ST PACO MANILA ,,to 11/19/1985,TAURUS MARITIME SERVICES  Manning Agency,MS ROSALIA C MALLILLIN,Cancelled,,
U101/205 MA ALICIA BLG I BAUTISTA ST PALANAN MKT ,,12/7/2002 to 12/6/2006,TAURUS RESOURCES & MANPOWER INTERNATIONAL Private Employment Agency,ATTY NICANOR L CUEVAS,Cancelled,8328067,
RM.401 L & S BLDG 1414 ROXAS BLVD ERMITA MANILA ,,10/10/1996 to 10/9/1998,TAYLOR PROFESSIONAL RESOURCES  Private Employment Agency,MS MILA TAYLOR,Delisted,5217387 / 5360699,
B & M BLDG 116 AGUIRRE ST LEGASPI VILL MAKATI ,,4/29/1994 to 4/28/1996,TAYSAN SHIP MANAGEMENT CORPORATION  Manning Agency,MR PAUL V ARAGONES,Delisted,8104644 / 8104645,
2139 URC BLDG ESPANA MANILA ,,to 11/7/1985,TB DE MESA CONSTRUCTION CORPORATION  Construction Contractor,MR TEODORO B DE MESA,Cancelled,,
"RMS 302,303, 505 &506 , A.P. BLDG., 1563 F. AGONCI ERMITA, MANILA",tcirecagency@gmail.com,4/16/2012 to 4/15/2016,TCI RECRUITMENT CORPORATION (TCI OVERSEAS PLACEMENT SERVICES) Private Employment Agency,MARIO C ROSARIO JR,Cancelled,3105591 TO 92,None
"UNIT 870, JULIO NAKPIL STREET MALATE, MANILA",tcm.internationalmanpower2001@gmail.com,12/15/2015 to 12/14/2019,TCM INTERNATIONAL MANPOWER SERVICES Private Employment Agency,CARLEN G ROQUE,Cancelled,310-1398,www.tcm-manpower.com
"2ND FLOOR UNIVERSAL LMS BUILDING 106 ESTEBAN ST LEGASPI VILLAGE, MAKATI",info@tmpi.ph,5/21/2015 to 5/21/2019,TCM TSAKOS MARITIME PHILIPPINES INC Manning Agency,LEODAN B NAGRAMPA,Valid License,8941623 /24/ 26/ 09175420814,www.tmpi.ph
"UNIT Q, VIOLETA COURT, 2814 F.B. HARRISON STREET PASAY CITY",tcnivero_imc@yahoo.com,5/5/2014 to 5/4/2018,TCNIVERO INTERNATIONAL MANPOWER CORP. Private Employment Agency,TERESITA C. NIVERO,Valid License,5566649 / 3546790 / 09175565611 / 09396273,www.tcnivero.com
"2/F, MARY BACHRACH BDG, 25TH ST COR A. C. DELGADO  PORT AREA, MANILA",comms@dolship.com,10/20/2015 to 10/19/2019,TDG CREW MANAGEMENT INC (FORMERLY DOLPHIN SHIPMANAGEMENT INC) Manning Agency,MARCELO R. RANESES,Valid License,2566129/ 5271963/ 5360344/ 7113782,www.tdgcm.ph
"2F MARY BACHRACH BLDG 25TH CORNER A C DELGADO STS PORT AREA, MANILA",recruitment@tdghrm.ph,9/30/2016 to 9/30/2018,TDG HUMAN RESOURCE MANAGEMENT INC Private Employment Agency,JOSEPHINE J FRANCISCO,Valid License,7145146 / 09985931067,None
U2B HIWAY 54 PLZA 986 STANFORD ST COR EDSA MANDALU MANDALUYONG,NA,5/25/2008 to 11/24/2008,TEAM HEALTH CARE RECRUITMENT INC Private Employment Agency,NEREO B. MELLA,Delisted,706-1372/706-1373,NA
"3/F SANKO LINE BLDG 1631 SAN MARCELINO ST BRGY 694 MALATE, MANILA",admin@ttphilco.ph,6/30/2016 to 6/30/2018,TEAM TIME PHILIPPINES COMPANY INC Private Employment Agency,,Suspended,2414402 / 0998321598 / 09355408369,www.ttphilco.ph
RM.501 NFWC BLDG 962 JL ESCODA SAN MARCELINO ERMIT ,,9/8/1989 to 9/8/1993,TEAMSHIP MANAGEMENT INC  Manning Agency,MS MARGARITA M VILLARANTE,Delisted,575041,
151 GEN.MALVAR ST CALOOCAN M.M. ,,to 5/5/1984,TECHMASTER CONSTRUCTION CORPORATION  Construction Contractor,MR ROMEO CORDERO,Inactive,344629 / 347368,
"P & L BLDG 116 LEGASPI ST LEGASPI VILLAGE, MAKATI",,10/16/1994 to 10/14/1996,TECHNIKS GROUP CORPORATION  Service Contractor,MR OSCAR RODRIGUEZ,Delisted,8176671 / 8174816,
P & L BLDG 116 LEGASPI ST LEGASPI VILL MAKATI ,,to,TECHNIKS PLANNERS INC  Construction Contractor,MR PACIFICO GONZALES,Inactive,892371 / 8180356,
"4667-C, ARELLANO STREET, PALANAN MAKATI",info@technilink.com.ph,12/12/2014 to 12/11/2018,TECHNILINK (PHILIPPINES) CORP. Private Employment Agency,MR MIERMAMER L CRUDA,Valid License,659-2382/09989899887,www.technilink.com.ph
*2FDOW JONES BLG. KM.19 WEST SERVICE ROAD SUCAT ,,2/16/2000 to 2/14/2002,TECHNILINK MARINE CORPORATION  Manning Agency,RODOLFO C OCAMPO,Revoked,8097115 / 3601600,
RM.218 YIC BLDG 1007 UN AVE ERMITA MANILA ,,to 9/16/1987,TECHNOMAN DEVELOPMENT & MARKETING CORPORATION Private Employment Agency,MR NILO S TAYAG,Forever Banned,,
"12F MA. NATIVIDAD BLG, 470 TM KALAW COR CORTADA ST ERMITA, MANILA",operations@technomar.com.ph,6/20/2017 to 6/19/2021,TECHNOMAR CREW MANAGEMENT CORP. Manning Agency,TERESITA B. MALAGIOK,Valid License,3287777 (TL)/ 5671512/3534041/3534640/09178547800,technomar.com
2899 FINLANDIA BRGY.SAN ISIDRO MAKATI CITY ,tqmc2008@yahoo.com,2/3/2011 to 2/2/2015,TECHNO-QUEST MANPOWER CORPORATION Private Employment Agency,ROGER Q. ROXAS,Cancelled,8447719 / 8433203,www.tqmcorporation.net
"U4-6&19F EXPORT BANK PLAZA, C.ROCES COR.G.PUYAT MAKATI",tcci@jgc.co.jp / chua.edelita@jgc.com,8/31/2014 to 8/30/2018,"TECHNOSERVE CONSTRUCTION CO., INC. Private Employment Agency",LOZANO A. TAN,Valid License,889-9440/ 8434388/ 8899316/ 092993335473,www.tcci-jgc.ph
SUITE 329 BUENDIA COMM`L BLDG TAFT AVE PASAY CITY ,,to 5/28/1985,TECHNOTRADE PROMOTIONS & GENERAL SERVICES Private Employment Agency,MS YOLANDA REYES REMOLAR,Forever Banned,,
"UNITS 2A & 3A, TETRA GLOBAL BLDG, 1616 VASQUEZ COR MALATE, MANILA",techsearchinternational@gmail.com,12/7/2017 to 12/6/2021,TECHSEARCH INTERNATIONAL CORP Private Employment Agency,JOSEPHINE P MANZANO,Valid License,516-6572 / 3532303 / 09185844792 / 09158159127,www.techsearchinternational.com
"RM.304,304B,305,306,309 EDSOL SEYER BLDG 1175 MBNI ",,2/16/1993 to 2/15/1997,TECHTRADE MANAGEMENT INTERNATIONAL CORPORATION Private Employment Agency,,Delisted,,
"UNITS 201, 301 & 302 CYA LAND&PROPERTIES INC 110 T LEGASPI VILLAGE, MAKATI",_TeamMarineHRServicesPhilippines@teekay.com,4/4/2017 to 4/3/2021,"TEEKAY SHIPPING PHILIPPINES, INC. FOR: MAYON MARINE MNGT INC. Manning Agency",ALEX H. VERCHEZ,Valid License,(02) 7848484,www.teekay.com
"U12-G&12- H2,MODERN ART BLG, BROADWAY AVE, NEW MLA QUEZON CITY",TEKNIKASKILLS@YAHOO.COM,7/29/2014 to 7/28/2018,TEKNIKA SKILLS & TRADE SERVICES INC Private Employment Agency,MR CESAR PABELLANO,Valid License,905-0482,None
"3F, NENITA BLDG, 8124 DR. A SANTOS AVENUE, SAN DI PARAÃ‘AQUE",tekskilcorp@yahoo.com.ph/ tekskihrd01@yahoo.com,8/19/2014 to 8/18/2018,TEKSKIL CONSTRUCTION CORPORATION Construction Contractor,GODOFREDO LUIS M. VINLUAN,Valid License,7342560,www.lopropayl-tekskil.com
RM.201 & 206 CRESCOR BLDG 1258 QUEZON AVE Q.C. ,,to 2/5/1996,TEL INTERNATIONAL CORP (FOR G & L PLACEMENT & GEN SVCS INC ) Private Employment Agency,MS ZENAIDA R LESCANO,Delisted,974073 / 3632060,
2/F 1641-A DIAN ST. BRGY. SAN ISIDRO MAKATI ,None,9/28/2006 to 9/27/2010,"TENSHIN PLACEMENT SERVICES, INC. Private Employment Agency",NORMA C. FERRERAS,Delisted,844-7393,None
2ND & 3RD FLRS 8145 DR A SANTOS AVE SUCAT PARAÃ‘AQUE,None,9/11/2001 to 9/10/2003,TEPCO INTERNATIONAL SERVICES CORP. Service Contractor,NELLY MARISCOTES,Delisted,8297289/ 8264815,None
BASEMENT NOVALICHES REC. CTR STA.MONICA NOVA. QC ,,9/25/1995 to 3/25/1996,TERMINAL RECRUITMENT AND PROMOTIONS CORP  Private Employment Agency,MR ROLANDO P PASCUAL,Delisted,9001481,
G&2F #1605C & 1607 RIZAL AVE 10TH AVE CALOOCAN CITY,None,5/24/2004 to 5/23/2008,TERRA POINT MANPOWER SERVICES CENTRE INC Private Employment Agency,EDNA V VELARDE,Cancelled,3232022/ 3233426,None
TESCO COMPD SHERIDAN ST MANDALUYONG CITY ,,8/1/1986 to 8/15/1991,TESCO SERVICES INC  Construction Contractor,MR SEVERO J SANTIAGO,Delisted,792244 / 6821100,
"179 DR. PILAPIL ST., BRGY. SAN MIGUEL PASIG CITY",TESSA1951@YAHOO.COM,11/23/2006 to 11/22/2010,TESSA RECRUITMENT & GENERAL SERVICES Private Employment Agency,TERESA SALGADO GUNABE,Cancelled,6436968,None
"GF & 2F, A.L. FINO BLDG, 4771 BARASOAIN ST MAKATI",testman_alfino2@yahoo.com.ph,8/18/2014 to 8/17/2018,TESTMAN GENERAL SERVICES INC Service Contractor,FRANCISCA S. FINO,Cancelled,5195024/ 09088967157,www.testman-philippines.com
2ND FLR ANSON ARCADE BLDG PASAY ROAD MAKATI MM ,,to,TEVESTECO ARRASTRE STEVEDORING COMPANY INC Service Contractor,MR ELADIO N TEVES,Inactive,8187931 / 877456,
1563 AP BLDG F.AGOCILLO COR P.GIL ST MALATE M.M. ,,to 10/12/1985,THARSIS SHIPPING & MANNING SERVICES  Manning Agency,CAPT MEDARDO A ZOLETA,Cancelled,5217054,
"2/F COCOFED BLDG 144 AMORSOLO ST MAKATI CITY LEGASPI VILLAGE, MAKATI",thecalerey@yahoo.com,1/28/2017 to 1/27/2021,THE CALEREY INTERNATIONAL MANPOWER SERVICES INC (FORMERLY THE CALEREY MANPO Private Employment Agency,MA. THEDA G. COLLANTES,Valid License,8126711/8127865,thecalery.com
714 J ABAD SANTOS ST SAN JUAN METRO MANILA ,,9/29/2003 to 10/5/2004,"THE CRUISE AND ISLAND ADVENTURE, INC.  Philippine Registered Vessel",JUAN Y WEE,Expired,,
"2F MG BDG 150 AMORSOLO ST LEGASPI VILLAGE, MAKATI",None,11/15/2006 to 11/15/2010,THE EXPERT ADVANTAGE GROUP INC. Private Employment Agency,REYNALDO M. DELA CRUZ,Expired,8926454/8938866,None
"RM 19 (GF)& 69-B (2F) LEYTE ICOT PARK BRGY PAWING PALO, LEYTE",info@fairhiringinc.com,10/12/2017 to 4/11/2018,THE FAIR HIRING INITIATIVE INC Private Employment Agency,MA MINDA ISABEL D APOSTOL,Valid License,(02) 4344163 / (053) 3238226 / 09152511342,www.fairhiringinitiative.com
"UNIT 210 2F ESTRELLA CONDOMINIUM 858 SAN ANDRES ST MALATE, MANILA",tgc3288@yahoo.com,7/19/2016 to 7/19/2018,THE GOLDEN CARE INTERNATIONAL EMPLOYMENT CO Private Employment Agency,LILIA DIVINA G SALHAY,Valid License,521-3313/ 714-8885,None
241 FRESCO COR DONADA STS PASAY CITY,,7/21/1986 to 7/21/1988,THE GREAT INTERNATIONAL MANPOWER SERVICES INC Service Contractor,MR EDWARD C ONG,Cancelled,,
"2F FELISA BLG 952 PRES QUIRINO AVE COR SAN PASCUAL MALATE, MANILA",job_connections@yahoo.com,5/18/2017 to 5/18/2019,THE JOBCONNECTIONS INTERNATIONAL MANPOWER SERVICES INC Private Employment Agency,NICKY JAY M ROM,Valid License,3108653,www.thejobconnections.com.ph
"119 8TH AVENUE, CUBAO, QUEZON CITY N.S.",The_jobhunter_inc@yahoo.com,12/21/2009 to 12/20/2013,THE JOBHUNTER INC Private Employment Agency,MARIE MICHELLE P. DELGADO,Cancelled,9115513,www.the-jobhunter.com
"939-B J NAKPIL ST. MALATE, MANILA",None,7/31/2012 to 7/30/2016,THE LAMPLIGHT INTERNATIONAL MANPOWER SERVICES INC. Private Employment Agency,GENEVIEVE A HABOUSH,Cancelled,7388285,None
121-K 1ST ST KAMUNING QUEZON CITY ,,to 9/20/1983,THE LEADER MANPOWER SERVICES  Private Employment Agency,MS HELEN V CRISTOBAL,Cancelled,999190,
1122 GEN LUNA ST ERMITA MANILA ,,to 7/28/1984,THE UNIVERSITY PHYSICIANS SERVICES INC  Service Contractor,DR PAULO C CAMPOS,Inactive,591661,
"3/F, MARBELLA MLA COND., 2071 ROXAS BLVD. MALATE, MANILA",marinepersonnel@thenamarisphilippines.com,1/16/2016 to 1/15/2020,THENAMARIS PHILIPPINES INCORPORATED (FORMERLY INTERMARE MARITIME AGENCIES I Manning Agency,GREGORIO F. ORTEGA,Valid License,5217812/5254643,None
1808 CTYLAND 10 TOWER I DELA COSTA COR AYALA AVE ,,9/29/1998 to 9/27/2000,THERALINK INTERNATIONAL INC.  Private Employment Agency,MS BERNADETTE L REYES,Delisted,8944232 / 8944595,
"U209 2F PACIFIC CENTURY TOWER 1472-1476 QUEZON AVE SOUTH TRIANGLE, QUEZON CITY",info@thinkerbellmanpower.com,9/18/2017 to 9/18/2019,THINKERBELL INTERNATIONAL MANPOWER CO Private Employment Agency,ARNEL M DEL ROSARIO,Valid License,(02) 7450322,www.thinkerbellmanpower.com
STE 602 L & S BLDG 1414 ROXAS BLVD ERMITA MANILA ,,4/18/1998 to 4/18/2000,TIARA INTERNATIONAL SHIPPING CORP (FOR SATURN SHIPPING CORP) Philippine Registered Vessel,CAPT JOSE C ROSARIO,Inactive,5219565,
"G/F, 1827 SAN MARCELINO STREET MALATE, MANILA",tamayo.corporation@yahoo.com,9/16/2012 to 9/15/2016,TIBIAO ANTIQUE MANPOWER AGENCY YOUR OVERSEAS CORPORATION Private Employment Agency,ANDRES D. MODESTO JR.,Cancelled,3536403/0949-8557691/0917-5667851,None
